src\safeguard_monitoring.py:158: error: Unsupported target for indexed assignment ("Collection[str]")  [index]
src\redundant_index_detection.py:216: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:217: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:217: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:217: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:218: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\redundant_index_detection.py:218: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:218: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:219: error: Expression has type "Any"  [misc]
src\redundant_index_detection.py:219: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\redundant_index_detection.py:223: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:224: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\redundant_index_detection.py:226: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\query_pattern_learning.py:116: error: "object" has no attribute "append"  [attr-defined]
src\query_pattern_learning.py:123: error: Unsupported target for indexed assignment ("object")  [index]
src\query_pattern_learning.py:126: error: Unsupported target for indexed assignment ("object")  [index]
src\query_pattern_learning.py:126: error: Argument 1 to "len" has incompatible type "object"; expected "Sized"  [arg-type]
src\query_pattern_learning.py:127: error: Unsupported target for indexed assignment ("object")  [index]
src\query_pattern_learning.py:130: error: Argument 1 to "len" has incompatible type "object"; expected "Sized"  [arg-type]
src\query_pattern_learning.py:220: error: "object" has no attribute "append"  [attr-defined]
src\query_pattern_learning.py:225: error: Unsupported target for indexed assignment ("object")  [index]
src\query_pattern_learning.py:225: error: Argument 1 to "len" has incompatible type "object"; expected "Sized"  [arg-type]
src\query_pattern_learning.py:226: error: Unsupported target for indexed assignment ("object")  [index]
src\query_pattern_learning.py:229: error: Argument 1 to "len" has incompatible type "object"; expected "Sized"  [arg-type]
src\query_analyzer.py:37: error: Missing type parameters for generic type "dict"  [type-arg]
src\per_tenant_config.py:25: error: Explicit "Any" is not allowed  [explicit-any]
src\per_tenant_config.py:41: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\per_tenant_config.py:41: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:44: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:44: error: Expression type contains "Any" (has type "type[RealDictCursor]")  [misc]
src\per_tenant_config.py:47: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:57: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:57: error: Expression type contains "Any" (has type "Any | bool")  [misc]
src\per_tenant_config.py:59: error: Expression type contains "Any" (has type "Any | bool")  [misc]
src\per_tenant_config.py:60: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:69: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:71: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:72: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:73: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:74: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:77: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:78: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:79: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:80: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:81: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:82: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:83: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:86: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:86: error: Expression type contains "Any" (has type "Any | dict[Any, Any]")  [misc]
src\per_tenant_config.py:86: error: Expression type contains "Any" (has type "dict[Any, Any]")  [misc]
src\per_tenant_config.py:88: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:91: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:99: error: Explicit "Any" is not allowed  [explicit-any]
src\per_tenant_config.py:118: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\per_tenant_config.py:118: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:119: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:122: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:139: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:141: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:144: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:157: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:161: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:165: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:172: error: Explicit "Any" is not allowed  [explicit-any]
src\per_tenant_config.py:182: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:200: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:201: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:202: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:202: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:203: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:204: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:204: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:205: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:206: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:206: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:207: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:208: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:208: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:209: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:210: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:210: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:225: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:226: error: Returning Any from function declared to return "float"  [no-any-return]
src\per_tenant_config.py:226: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:226: error: Expression has type "Any"  [misc]
src\per_tenant_config.py:229: error: Explicit "Any" is not allowed  [explicit-any]
src\per_tenant_config.py:239: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:241: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:242: error: Returning Any from function declared to return "dict[str, Any] | None"  [no-any-return]
src\per_tenant_config.py:242: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\per_tenant_config.py:242: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:26: error: Explicit "Any" is not allowed  [explicit-any]
src\foreign_key_suggestions.py:47: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\foreign_key_suggestions.py:47: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:48: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:48: error: Expression type contains "Any" (has type "type[RealDictCursor]")  [misc]
src\foreign_key_suggestions.py:97: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:98: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:100: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:101: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:102: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:103: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\foreign_key_suggestions.py:104: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\foreign_key_suggestions.py:105: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\foreign_key_suggestions.py:105: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:106: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\foreign_key_suggestions.py:106: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:107: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\foreign_key_suggestions.py:107: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:108: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\foreign_key_suggestions.py:108: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:109: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:110: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\foreign_key_suggestions.py:110: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:111: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:115: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\foreign_key_suggestions.py:117: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\foreign_key_suggestions.py:121: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:126: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\foreign_key_suggestions.py:129: error: Explicit "Any" is not allowed  [explicit-any]
src\foreign_key_suggestions.py:147: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\foreign_key_suggestions.py:149: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\foreign_key_suggestions.py:149: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\foreign_key_suggestions.py:151: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:151: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\foreign_key_suggestions.py:156: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\foreign_key_suggestions.py:156: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:157: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:158: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:168: error: Expression type contains "Any" (has type "tuple[Any, Any]")  [misc]
src\foreign_key_suggestions.py:168: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\foreign_key_suggestions.py:168: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:170: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:171: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:177: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:177: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\foreign_key_suggestions.py:180: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:180: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\foreign_key_suggestions.py:182: error: Expression type contains "Any" (has type "list[Any]")  [misc]
src\foreign_key_suggestions.py:182: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\foreign_key_suggestions.py:182: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:186: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:186: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\foreign_key_suggestions.py:188: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\foreign_key_suggestions.py:188: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:190: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\foreign_key_suggestions.py:191: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\foreign_key_suggestions.py:192: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:192: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\foreign_key_suggestions.py:193: error: Expression type contains "Any" (has type "tuple[str, list[Any]]")  [misc]
src\foreign_key_suggestions.py:193: error: Expression type contains "Any" (has type "list[Any]")  [misc]
src\foreign_key_suggestions.py:196: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:196: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\foreign_key_suggestions.py:197: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\foreign_key_suggestions.py:197: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\foreign_key_suggestions.py:197: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:198: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\foreign_key_suggestions.py:198: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\foreign_key_suggestions.py:198: error: Expression has type "Any"  [misc]
src\foreign_key_suggestions.py:203: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\foreign_key_suggestions.py:204: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\foreign_key_suggestions.py:209: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\foreign_key_suggestions.py:212: error: Explicit "Any" is not allowed  [explicit-any]
src\foreign_key_suggestions.py:236: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\foreign_key_suggestions.py:241: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\foreign_key_suggestions.py:245: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:22: error: Explicit "Any" is not allowed  [explicit-any]
src\concurrent_index_monitoring.py:30: error: Explicit "Any" is not allowed  [explicit-any]
src\concurrent_index_monitoring.py:58: error: Expression type contains "Any" (has type "dict[str, dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:58: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:69: error: Explicit "Any" is not allowed  [explicit-any]
src\concurrent_index_monitoring.py:83: error: Expression type contains "Any" (has type "_GeneratorContextManager[Any, None, None]")  [misc]
src\concurrent_index_monitoring.py:83: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:84: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:84: error: Expression type contains "Any" (has type "type[RealDictCursor]")  [misc]
src\concurrent_index_monitoring.py:87: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:99: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:101: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:112: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:130: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:132: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:133: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:133: error: Expression type contains "Any" (has type "Any | int")  [misc]
src\concurrent_index_monitoring.py:134: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:134: error: Expression type contains "Any" (has type "Any | int")  [misc]
src\concurrent_index_monitoring.py:136: error: Expression type contains "Any" (has type "Any | float")  [misc]
src\concurrent_index_monitoring.py:136: error: Expression type contains "Any" (has type "Any | int")  [misc]
src\concurrent_index_monitoring.py:136: error: Expression type contains "Any" (has type "Any | bool")  [misc]
src\concurrent_index_monitoring.py:139: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:142: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\concurrent_index_monitoring.py:142: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:143: error: Expression type contains "Any" (has type "tuple[str, Any | int]")  [misc]
src\concurrent_index_monitoring.py:143: error: Expression type contains "Any" (has type "Any | int")  [misc]
src\concurrent_index_monitoring.py:144: error: Expression type contains "Any" (has type "tuple[str, Any | int]")  [misc]
src\concurrent_index_monitoring.py:144: error: Expression type contains "Any" (has type "Any | int")  [misc]
src\concurrent_index_monitoring.py:145: error: Expression type contains "Any" (has type "tuple[str, Any | float]")  [misc]
src\concurrent_index_monitoring.py:145: error: Expression type contains "Any" (has type "Any | float")  [misc]
src\concurrent_index_monitoring.py:146: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\concurrent_index_monitoring.py:146: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:154: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:170: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:172: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:173: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:178: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\concurrent_index_monitoring.py:178: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:179: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\concurrent_index_monitoring.py:179: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:180: error: Expression type contains "Any" (has type "tuple[str, Any | None]")  [misc]
src\concurrent_index_monitoring.py:180: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:180: error: Expression type contains "Any" (has type "Any | None")  [misc]
src\concurrent_index_monitoring.py:181: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:193: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:200: error: Explicit "Any" is not allowed  [explicit-any]
src\concurrent_index_monitoring.py:210: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:211: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:211: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:216: error: Expression type contains "Any" (has type "tuple[str, dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:216: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:216: error: Expression type contains "Any" (has type "list[tuple[str, dict[str, Any]]]")  [misc]
src\concurrent_index_monitoring.py:216: error: Expression type contains "Any" (has type "dict[str, dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:216: error: Expression type contains "Any" (has type "dict_items[str, dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:217: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:217: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:219: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:221: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\concurrent_index_monitoring.py:223: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\concurrent_index_monitoring.py:223: error: Expression type contains "Any" (has type "dict[str, Any] | Any | bool | None")  [misc]
src\concurrent_index_monitoring.py:223: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:223: error: Expression type contains "Any" (has type "Any | None")  [misc]
src\concurrent_index_monitoring.py:223: error: Expression type contains "Any" (has type "Any | bool")  [misc]
src\concurrent_index_monitoring.py:224: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:225: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:227: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\concurrent_index_monitoring.py:227: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:227: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:228: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\concurrent_index_monitoring.py:228: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:229: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\concurrent_index_monitoring.py:229: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:230: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\concurrent_index_monitoring.py:230: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:230: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:231: error: Expression type contains "Any" (has type "tuple[str, dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:231: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:235: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:246: error: Expression type contains "Any" (has type "dict[str, dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:247: error: Expression type contains "Any" (has type "dict[str, dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:247: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:248: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:248: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:251: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:253: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:256: error: Explicit "Any" is not allowed  [explicit-any]
src\concurrent_index_monitoring.py:268: error: Expression type contains "Any" (has type "tuple[str, dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:268: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:268: error: Expression type contains "Any" (has type "dict[str, dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:268: error: Expression type contains "Any" (has type "dict_items[str, dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:269: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\concurrent_index_monitoring.py:271: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\concurrent_index_monitoring.py:271: error: Expression type contains "Any" (has type "dict[str, Any] | Any | bool | None")  [misc]
src\concurrent_index_monitoring.py:271: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:271: error: Expression type contains "Any" (has type "Any | None")  [misc]
src\concurrent_index_monitoring.py:271: error: Expression type contains "Any" (has type "Any | bool")  [misc]
src\concurrent_index_monitoring.py:272: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:272: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:273: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:274: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:276: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\concurrent_index_monitoring.py:276: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:276: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:277: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\concurrent_index_monitoring.py:277: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:278: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\concurrent_index_monitoring.py:278: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:278: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:279: error: Expression type contains "Any" (has type "tuple[str, dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:279: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:282: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\concurrent_index_monitoring.py:282: error: Expression type contains "Any" (has type "dict[str, Any] | Any | bool | None")  [misc]
src\concurrent_index_monitoring.py:282: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:282: error: Expression type contains "Any" (has type "Any | None")  [misc]
src\concurrent_index_monitoring.py:282: error: Expression type contains "Any" (has type "Any | bool")  [misc]
src\concurrent_index_monitoring.py:286: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:289: error: Explicit "Any" is not allowed  [explicit-any]
src\concurrent_index_monitoring.py:296: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:297: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:298: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:300: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:301: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\concurrent_index_monitoring.py:301: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:301: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:302: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:303: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:304: error: Expression type contains "Any" (has type "tuple[str, list[dict[str, Any]]]")  [misc]
src\concurrent_index_monitoring.py:304: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:305: error: Expression type contains "Any" (has type "tuple[str, list[dict[str, Any]]]")  [misc]
src\concurrent_index_monitoring.py:305: error: Expression type contains "Any" (has type "list[dict[str, Any]]")  [misc]
src\concurrent_index_monitoring.py:306: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\concurrent_index_monitoring.py:306: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:306: error: Expression has type "Any"  [misc]
src\concurrent_index_monitoring.py:307: error: Expression type contains "Any" (has type "tuple[str, Any]")  [misc]
src\concurrent_index_monitoring.py:307: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\concurrent_index_monitoring.py:307: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:36: error: Explicit "Any" is not allowed  [explicit-any]
src\algorithms\predictive_indexing.py:50: error: Explicit "Any" is not allowed  [explicit-any]
src\algorithms\predictive_indexing.py:93: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:96: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:96: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:96: error: Expression type contains "Any" (has type "Any | int")  [misc]
src\algorithms\predictive_indexing.py:96: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\algorithms\predictive_indexing.py:98: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:98: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:98: error: Expression type contains "Any" (has type "Any | float")  [misc]
src\algorithms\predictive_indexing.py:98: error: Expression type contains "Any" (has type "dict[str, Any] | None")  [misc]
src\algorithms\predictive_indexing.py:109: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:109: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:110: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:111: error: Expression type contains "Any" (has type "Any | int")  [misc]
src\algorithms\predictive_indexing.py:113: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:113: error: Expression has type "Any"  [misc]
src\algorithms\predictive_indexing.py:114: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:117: error: Expression type contains "Any" (has type "dict[str, Any]")  [misc]
src\algorithms\predictive_indexing.py:121: error: Expression type contains "Any" (has type "Any | int")  [misc]
